"initial_alias","converted_alias","name","description","namespace"
"GO:0016491","ENSMUSG00000029864","Gstk1","glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513]","GO"
"GO:0016491","ENSMUSG00000029885","Moxd2","monooxygenase, DBH-like 2 [Source:MGI Symbol;Acc:MGI:2388042]","GO"
"GO:0016491","ENSMUSG00000029925","Tbxas1","thromboxane A synthase 1, platelet [Source:MGI Symbol;Acc:MGI:98497]","GO"
"GO:0016491","ENSMUSG00000029998","Pcyox1","prenylcysteine oxidase 1 [Source:MGI Symbol;Acc:MGI:1914131]","GO"
"GO:0016491","ENSMUSG00000030088","Aldh1l1","aldehyde dehydrogenase 1 family, member L1 [Source:MGI Symbol;Acc:MGI:1340024]","GO"
"GO:0016491","ENSMUSG00000030101","Sumf1","sulfatase modifying factor 1 [Source:MGI Symbol;Acc:MGI:1889844]","GO"
"GO:0016491","ENSMUSG00000030180","Kdm5a","lysine (K)-specific demethylase 5A [Source:MGI Symbol;Acc:MGI:2136980]","GO"
"GO:0016491","ENSMUSG00000030246","Ldhb","lactate dehydrogenase B [Source:MGI Symbol;Acc:MGI:96763]","GO"
"GO:0016491","ENSMUSG00000030303","Far2","fatty acyl CoA reductase 2 [Source:MGI Symbol;Acc:MGI:2687035]","GO"
"GO:0016491","ENSMUSG00000030483","Cyp2b10","cytochrome P450, family 2, subfamily b, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88598]","GO"
"GO:0016491","ENSMUSG00000030541","Idh2","isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]","GO"
"GO:0016491","ENSMUSG00000030562","Nox4","NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184]","GO"
"GO:0016491","ENSMUSG00000030621","Me3","malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:1916679]","GO"
"GO:0016491","ENSMUSG00000030647","Ndufc2","NADH:ubiquinone oxidoreductase subunit C2 [Source:MGI Symbol;Acc:MGI:1344370]","GO"
"GO:0016491","ENSMUSG00000030652","Coq7","demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]","GO"
"GO:0016491","ENSMUSG00000030670","Cyp2r1","cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2449771]","GO"
"GO:0016491","ENSMUSG00000030752","Kdm8","lysine (K)-specific demethylase 8 [Source:MGI Symbol;Acc:MGI:1924285]","GO"
"GO:0016491","ENSMUSG00000030759","Far1","fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670]","GO"
"GO:0016491","ENSMUSG00000030785","Cox6a2","cytochrome c oxidase subunit 6A2 [Source:MGI Symbol;Acc:MGI:104649]","GO"
"GO:0016491","ENSMUSG00000030804","Gm21974","predicted gene 21974 [Source:MGI Symbol;Acc:MGI:5439443]","GO"
"GO:0016491","ENSMUSG00000030825","Hsd17b14","hydroxysteroid (17-beta) dehydrogenase 14 [Source:MGI Symbol;Acc:MGI:1913315]","GO"
"GO:0016491","ENSMUSG00000030851","Ldhc","lactate dehydrogenase C [Source:MGI Symbol;Acc:MGI:96764]","GO"
"GO:0016491","ENSMUSG00000030861","Acadsb","acyl-Coenzyme A dehydrogenase, short/branched chain [Source:MGI Symbol;Acc:MGI:1914135]","GO"
"GO:0016491","ENSMUSG00000030905","Crym","crystallin, mu [Source:MGI Symbol;Acc:MGI:102675]","GO"
"GO:0016491","ENSMUSG00000030970","Ctbp2","C-terminal binding protein 2 [Source:MGI Symbol;Acc:MGI:1201686]","GO"
"GO:0016491","ENSMUSG00000030978","Rrm1","ribonucleotide reductase M1 [Source:MGI Symbol;Acc:MGI:98180]","GO"
"GO:0016491","ENSMUSG00000031068","Glrx3","glutaredoxin 3 [Source:MGI Symbol;Acc:MGI:1353653]","GO"
"GO:0016491","ENSMUSG00000031109","Enox2","ecto-NOX disulfide-thiol exchanger 2 [Source:MGI Symbol;Acc:MGI:2384799]","GO"
"GO:0016491","ENSMUSG00000031196","F8","coagulation factor VIII [Source:MGI Symbol;Acc:MGI:88383]","GO"
"GO:0016491","ENSMUSG00000031209","Heph","hephaestin [Source:MGI Symbol;Acc:MGI:1332240]","GO"
"GO:0016491","ENSMUSG00000031231","Cox7b","cytochrome c oxidase subunit 7B [Source:MGI Symbol;Acc:MGI:1913392]","GO"
"GO:0016491","ENSMUSG00000031257","Nox1","NADPH oxidase 1 [Source:MGI Symbol;Acc:MGI:2450016]","GO"
"GO:0016491","ENSMUSG00000031299","Pdha1","pyruvate dehydrogenase E1 alpha 1 [Source:MGI Symbol;Acc:MGI:97532]","GO"
"GO:0016491","ENSMUSG00000031349","Nsdhl","NAD(P) dependent steroid dehydrogenase-like [Source:MGI Symbol;Acc:MGI:1099438]","GO"
"GO:0016491","ENSMUSG00000031379","Pir","pirin [Source:MGI Symbol;Acc:MGI:1916906]","GO"
"GO:0016491","ENSMUSG00000031400","G6pdx","glucose-6-phosphate dehydrogenase X-linked [Source:MGI Symbol;Acc:MGI:105979]","GO"
"GO:0016491","ENSMUSG00000031549","Ido2","indoleamine 2,3-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:2142489]","GO"
"GO:0016491","ENSMUSG00000031551","Ido1","indoleamine 2,3-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:96416]","GO"
"GO:0016491","ENSMUSG00000031584","Gsr","glutathione reductase [Source:MGI Symbol;Acc:MGI:95804]","GO"
"GO:0016491","ENSMUSG00000031604","Msmo1","methylsterol monoxygenase 1 [Source:MGI Symbol;Acc:MGI:1913484]","GO"
"GO:0016491","ENSMUSG00000031613","Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD) [Source:MGI Symbol;Acc:MGI:108085]","GO"
"GO:0016491","ENSMUSG00000031640","Gm45753","predicted gene 45753 [Source:MGI Symbol;Acc:MGI:5804868]","GO"
"GO:0016491","ENSMUSG00000031641","Cbr4","carbonyl reductase 4 [Source:MGI Symbol;Acc:MGI:2384567]","GO"
"GO:0016491","ENSMUSG00000031708","Tecr","trans-2,3-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:1915408]","GO"
"GO:0016491","ENSMUSG00000031730","Dhodh","dihydroorotate dehydrogenase [Source:MGI Symbol;Acc:MGI:1928378]","GO"
"GO:0016491","ENSMUSG00000031781","Ciapin1","cytokine induced apoptosis inhibitor 1 [Source:MGI Symbol;Acc:MGI:1922083]","GO"
"GO:0016491","ENSMUSG00000031818","Cox4i1","cytochrome c oxidase subunit 4I1 [Source:MGI Symbol;Acc:MGI:88473]","GO"
"GO:0016491","ENSMUSG00000031844","Hsd17b2","hydroxysteroid (17-beta) dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:1096386]","GO"
"GO:0016491","ENSMUSG00000031845","Bco1","beta-carotene oxygenase 1 [Source:MGI Symbol;Acc:MGI:1926923]","GO"
"GO:0016491","ENSMUSG00000031891","Hsd11b2","hydroxysteroid 11-beta dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:104720]","GO"
"GO:0016491","ENSMUSG00000031901","Dus2","dihydrouridine synthase 2 [Source:MGI Symbol;Acc:MGI:1913619]","GO"
"GO:0016491","ENSMUSG00000031936","Hephl1","hephaestin-like 1 [Source:MGI Symbol;Acc:MGI:2685355]","GO"
"GO:0016491","ENSMUSG00000031958","Ldhd","lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]","GO"
"GO:0016491","ENSMUSG00000031969","Acad8","acyl-Coenzyme A dehydrogenase family, member 8 [Source:MGI Symbol;Acc:MGI:1914198]","GO"
"GO:0016491","ENSMUSG00000031987","Egln1","egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]","GO"
"GO:0016491","ENSMUSG00000032009","Sesn3","sestrin 3 [Source:MGI Symbol;Acc:MGI:1922997]","GO"
"GO:0016491","ENSMUSG00000032018","Sc5d","sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]","GO"
"GO:0016491","ENSMUSG00000032051","Fdx1","ferredoxin 1 [Source:MGI Symbol;Acc:MGI:103224]","GO"
"GO:0016491","ENSMUSG00000032066","Bco2","beta-carotene oxygenase 2 [Source:MGI Symbol;Acc:MGI:2177469]","GO"
"GO:0016491","ENSMUSG00000032263","Bckdhb","branched chain ketoacid dehydrogenase E1, beta polypeptide [Source:MGI Symbol;Acc:MGI:88137]","GO"
"GO:0016491","ENSMUSG00000032274","Cyp19a1","cytochrome P450, family 19, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88587]","GO"
"GO:0016491","ENSMUSG00000032279","Idh3a","isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol;Acc:MGI:1915084]","GO"
"GO:0016491","ENSMUSG00000032310","Cyp1a2","cytochrome P450, family 1, subfamily a, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88589]","GO"
"GO:0016491","ENSMUSG00000032314","Etfa","electron transferring flavoprotein, alpha polypeptide [Source:MGI Symbol;Acc:MGI:106092]","GO"
"GO:0016491","ENSMUSG00000032315","Cyp1a1","cytochrome P450, family 1, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88588]","GO"
"GO:0016491","ENSMUSG00000032323","Cyp11a1","cytochrome P450, family 11, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88582]","GO"
"GO:0016491","ENSMUSG00000032330","Cox7a2","cytochrome c oxidase subunit 7A2 [Source:MGI Symbol;Acc:MGI:1316715]","GO"
"GO:0016491","ENSMUSG00000032334","Loxl1","lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096]","GO"
"GO:0016491","ENSMUSG00000032374","Plod2","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]","GO"
"GO:0016491","ENSMUSG00000032418","Me1","malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]","GO"
"GO:0016491","ENSMUSG00000032487","Ptgs2","prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]","GO"
"GO:0016491","ENSMUSG00000032802","Srxn1","sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]","GO"
"GO:0016491","ENSMUSG00000032807","Alox12b","arachidonate 12-lipoxygenase, 12R type [Source:MGI Symbol;Acc:MGI:1274782]","GO"
"GO:0016491","ENSMUSG00000032808","Cyp2c38","cytochrome P450, family 2, subfamily c, polypeptide 38 [Source:MGI Symbol;Acc:MGI:1306819]","GO"
"GO:0016491","ENSMUSG00000032818","Loxhd1","lipoxygenase homology domains 1 [Source:MGI Symbol;Acc:MGI:1914609]","GO"
"GO:0016491","ENSMUSG00000032872","Cyb5r4","cytochrome b5 reductase 4 [Source:MGI Symbol;Acc:MGI:2386848]","GO"
"GO:0016491","ENSMUSG00000033009","Ogfod1","2-oxoglutarate and iron-dependent oxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:2442978]","GO"
"GO:0016491","ENSMUSG00000033022","Cdo1","cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]","GO"
"GO:0016491","ENSMUSG00000033044","Dhrs7c","dehydrogenase/reductase (SDR family) member 7C [Source:MGI Symbol;Acc:MGI:1915710]","GO"
"GO:0016491","ENSMUSG00000033122","Hsd17b3","hydroxysteroid (17-beta) dehydrogenase 3 [Source:MGI Symbol;Acc:MGI:107177]","GO"
"GO:0016491","ENSMUSG00000033213","AA467197","expressed sequence AA467197 [Source:MGI Symbol;Acc:MGI:3034182]","GO"
"GO:0016491","ENSMUSG00000033268","Duox1","dual oxidase 1 [Source:MGI Symbol;Acc:MGI:2139422]","GO"
"GO:0016491","ENSMUSG00000033308","Dpyd","dihydropyrimidine dehydrogenase [Source:MGI Symbol;Acc:MGI:2139667]","GO"
"GO:0016491","ENSMUSG00000033318","Gstt2","glutathione S-transferase, theta 2 [Source:MGI Symbol;Acc:MGI:106188]","GO"
"GO:0016491","ENSMUSG00000033326","Kdm4a","lysine (K)-specific demethylase 4A [Source:MGI Symbol;Acc:MGI:2446210]","GO"
"GO:0016491","ENSMUSG00000033488","Cryzl2","crystallin zeta like 2 [Source:MGI Symbol;Acc:MGI:2448516]","GO"
"GO:0016491","ENSMUSG00000033579","Fa2h","fatty acid 2-hydroxylase [Source:MGI Symbol;Acc:MGI:2443327]","GO"
"GO:0016491","ENSMUSG00000033624","Pdpr","pyruvate dehydrogenase phosphatase regulatory subunit [Source:MGI Symbol;Acc:MGI:2442188]","GO"
"GO:0016491","ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]","GO"
"GO:0016491","ENSMUSG00000033715","Akr1c14","aldo-keto reductase family 1, member C14 [Source:MGI Symbol;Acc:MGI:2145458]","GO"
"GO:0016491","ENSMUSG00000033735","Spr","sepiapterin reductase [Source:MGI Symbol;Acc:MGI:103078]","GO"
"GO:0016491","ENSMUSG00000033938","Ndufb7","NADH:ubiquinone oxidoreductase subunit B7 [Source:MGI Symbol;Acc:MGI:1914166]","GO"
"GO:0016491","ENSMUSG00000033983","Coil","coilin [Source:MGI Symbol;Acc:MGI:104842]","GO"
"GO:0016491","ENSMUSG00000034108","Ccs","copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783]","GO"
"GO:0016491","ENSMUSG00000034203","Chchd4","coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:MGI Symbol;Acc:MGI:1919420]","GO"
"GO:0016491","ENSMUSG00000034205","Loxl2","lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]","GO"
"GO:0016491","ENSMUSG00000034308","Sdr42e1","short chain dehydrogenase/reductase family 42E, member 1 [Source:MGI Symbol;Acc:MGI:1921282]","GO"
"GO:0016491","ENSMUSG00000034445","Cyb561a3","cytochrome b561 family, member A3 [Source:MGI Symbol;Acc:MGI:2686925]","GO"
"GO:0016491","ENSMUSG00000034449","Dhrs11","dehydrogenase/reductase (SDR family) member 11 [Source:MGI Symbol;Acc:MGI:2652816]","GO"
"GO:0016491","ENSMUSG00000034450","Gulo","gulonolactone (L-) oxidase [Source:MGI Symbol;Acc:MGI:1353434]","GO"
"GO:0016491","ENSMUSG00000034528","Hsd17b13","hydroxysteroid (17-beta) dehydrogenase 13 [Source:MGI Symbol;Acc:MGI:2140804]","GO"
"GO:0016491","ENSMUSG00000034617","Mtrr","5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:MGI Symbol;Acc:MGI:1891037]","GO"
"GO:0016491","ENSMUSG00000034785","Dio1","deiodinase, iodothyronine, type I [Source:MGI Symbol;Acc:MGI:94896]","GO"
"GO:0016491","ENSMUSG00000034832","Tet3","tet methylcytosine dioxygenase 3 [Source:MGI Symbol;Acc:MGI:2446229]","GO"
"GO:0016491","ENSMUSG00000034926","Dhcr24","24-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1922004]","GO"
"GO:0016491","ENSMUSG00000034993","Vat1","vesicle amine transport 1 [Source:MGI Symbol;Acc:MGI:1349450]","GO"
"GO:0016491","ENSMUSG00000035105","Egln3","egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288]","GO"
"GO:0016491","ENSMUSG00000035491","Fthl17a","ferritin, heavy polypeptide-like 17, member A [Source:MGI Symbol;Acc:MGI:1919246]","GO"
"GO:0016491","ENSMUSG00000035561","Aldh1b1","aldehyde dehydrogenase 1 family, member B1 [Source:MGI Symbol;Acc:MGI:1919785]","GO"
"GO:0016491","ENSMUSG00000035637","Grhpr","glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]","GO"
"GO:0016491","ENSMUSG00000035885","Cox8a","cytochrome c oxidase subunit 8A [Source:MGI Symbol;Acc:MGI:105959]","GO"
"GO:0016491","ENSMUSG00000035936","Aldh5a1","aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]","GO"
"GO:0016491","ENSMUSG00000035960","Apex1","apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042]","GO"
"GO:0016491","ENSMUSG00000036138","Acaa1a","acetyl-Coenzyme A acyltransferase 1A [Source:MGI Symbol;Acc:MGI:2148491]","GO"
"GO:0016491","ENSMUSG00000036199","Ndufa13","NADH:ubiquinone oxidoreductase subunit A13 [Source:MGI Symbol;Acc:MGI:1914434]","GO"
"GO:0016491","ENSMUSG00000036327","Qsox2","quiescin Q6 sulfhydryl oxidase 2 [Source:MGI Symbol;Acc:MGI:2387194]","GO"
"GO:0016491","ENSMUSG00000036450","Hif1an","hypoxia-inducible factor 1, alpha subunit inhibitor [Source:MGI Symbol;Acc:MGI:2442345]","GO"
"GO:0016491","ENSMUSG00000036775","Decr2","2-4-dienoyl-Coenzyme A reductase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1347059]","GO"
"GO:0016491","ENSMUSG00000036819","Jmjd4","jumonji domain containing 4 [Source:MGI Symbol;Acc:MGI:2144404]","GO"
"GO:0016491","ENSMUSG00000036892","Prodh2","proline dehydrogenase (oxidase) 2 [Source:MGI Symbol;Acc:MGI:1929093]","GO"
"GO:0016491","ENSMUSG00000036932","Aifm1","apoptosis-inducing factor, mitochondrion-associated 1 [Source:MGI Symbol;Acc:MGI:1349419]","GO"
"GO:0016491","ENSMUSG00000036940","Kdm1a","lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]","GO"
"GO:0016491","ENSMUSG00000037071","Scd1","stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239]","GO"
"GO:0016491","ENSMUSG00000037190","Cyb561d2","cytochrome b-561 domain containing 2 [Source:MGI Symbol;Acc:MGI:1929280]","GO"
"GO:0016491","ENSMUSG00000037263","Aldh3b3","aldehyde dehydrogenase 3 family, member B3 [Source:MGI Symbol;Acc:MGI:1920708]","GO"
"GO:0016491","ENSMUSG00000037369","Kdm6a","lysine (K)-specific demethylase 6A [Source:MGI Symbol;Acc:MGI:1095419]","GO"
"GO:0016491","ENSMUSG00000037373","Ctbp1","C-terminal binding protein 1 [Source:MGI Symbol;Acc:MGI:1201685]","GO"
"GO:0016491","ENSMUSG00000037542","Aldh8a1","aldehyde dehydrogenase 8 family, member A1 [Source:MGI Symbol;Acc:MGI:2653900]","GO"
"GO:0016491","ENSMUSG00000037797","Adh4","alcohol dehydrogenase 4 (class II), pi polypeptide [Source:MGI Symbol;Acc:MGI:1349472]","GO"
"GO:0016491","ENSMUSG00000037876","Jmjd1c","jumonji domain containing 1C [Source:MGI Symbol;Acc:MGI:1918614]","GO"
"GO:0016491","ENSMUSG00000037916","Ndufv1","NADH:ubiquinone oxidoreductase core subunit V1 [Source:MGI Symbol;Acc:MGI:107851]","GO"
"GO:0016491","ENSMUSG00000038025","Phf2","PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034]","GO"
"GO:0016491","ENSMUSG00000038080","Kdm1b","lysine (K)-specific demethylase 1B [Source:MGI Symbol;Acc:MGI:2145261]","GO"
"GO:0016491","ENSMUSG00000038092","Hsd3b5","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5 [Source:MGI Symbol;Acc:MGI:104645]","GO"
"GO:0016491","ENSMUSG00000038155","Gstp2","glutathione S-transferase, pi 2 [Source:MGI Symbol;Acc:MGI:95864]","GO"
"GO:0016491","ENSMUSG00000038168","P3h2","prolyl 3-hydroxylase 2 [Source:MGI Symbol;Acc:MGI:2146663]","GO"
"GO:0016491","ENSMUSG00000038242","Aox4","aldehyde oxidase 4 [Source:MGI Symbol;Acc:MGI:1919122]","GO"
"GO:0016491","ENSMUSG00000038244","Mical2","microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]","GO"
"GO:0016491","ENSMUSG00000038332","Sesn1","sestrin 1 [Source:MGI Symbol;Acc:MGI:2155278]","GO"
"GO:0016491","ENSMUSG00000038462","Uqcrfs1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:MGI Symbol;Acc:MGI:1913944]","GO"
"GO:0016491","ENSMUSG00000038541","Srd5a2","steroid 5 alpha-reductase 2 [Source:MGI Symbol;Acc:MGI:2150380]","GO"
"GO:0016491","ENSMUSG00000038567","Cyp24a1","cytochrome P450, family 24, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88593]","GO"
"GO:0016491","ENSMUSG00000038633","Degs1","delta(4)-desaturase, sphingolipid 1 [Source:MGI Symbol;Acc:MGI:1097711]","GO"
"GO:0016491","ENSMUSG00000038641","Akr1d1","aldo-keto reductase family 1, member D1 [Source:MGI Symbol;Acc:MGI:2384785]","GO"
"GO:0016491","ENSMUSG00000038656","Cyp3a16","cytochrome P450, family 3, subfamily a, polypeptide 16 [Source:MGI Symbol;Acc:MGI:106099]","GO"
"GO:0016491","ENSMUSG00000038704","Aspdh","aspartate dehydrogenase domain containing [Source:MGI Symbol;Acc:MGI:1915602]","GO"
"GO:0016491","ENSMUSG00000038768","9130409I23Rik","RIKEN cDNA 9130409I23 gene [Source:MGI Symbol;Acc:MGI:3588271]","GO"
"GO:0016491","ENSMUSG00000038936","Sccpdh","saccharopine dehydrogenase (putative) [Source:MGI Symbol;Acc:MGI:1924486]","GO"
"GO:0016491","ENSMUSG00000039048","Foxred1","FAD-dependent oxidoreductase domain containing 1 [Source:MGI Symbol;Acc:MGI:2446262]","GO"
"GO:0016491","ENSMUSG00000039096","Rsad1","radical S-adenosyl methionine domain containing 1 [Source:MGI Symbol;Acc:MGI:3039628]","GO"
"GO:0016491","ENSMUSG00000039099","Wdr93","WD repeat domain 93 [Source:MGI Symbol;Acc:MGI:3646885]","GO"
"GO:0016491","ENSMUSG00000039183","Nubp2","nucleotide binding protein 2 [Source:MGI Symbol;Acc:MGI:1347072]","GO"
"GO:0016491","ENSMUSG00000039215","Svs1","seminal vesicle secretory protein 1 [Source:MGI Symbol;Acc:MGI:2682321]","GO"
"GO:0016491","ENSMUSG00000039450","Dcxr","dicarbonyl L-xylulose reductase [Source:MGI Symbol;Acc:MGI:1915130]","GO"
"GO:0016491","ENSMUSG00000039519","Cyp7b1","cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]","GO"
"GO:0016491","ENSMUSG00000039745","Htatip2","HIV-1 Tat interactive protein 2 [Source:MGI Symbol;Acc:MGI:1859271]","GO"
"GO:0016491","ENSMUSG00000039754","Alkbh4","alkB homolog 4, lysine demethylase [Source:MGI Symbol;Acc:MGI:1919291]","GO"
"GO:0016491","ENSMUSG00000039783","Kmo","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151]","GO"
"GO:0016491","ENSMUSG00000040018","Cox15","cytochrome c oxidase assembly protein 15 [Source:MGI Symbol;Acc:MGI:1920112]","GO"
"GO:0016491","ENSMUSG00000040046","Tph1","tryptophan hydroxylase 1 [Source:MGI Symbol;Acc:MGI:98796]","GO"
"GO:0016491","ENSMUSG00000040127","Sdr9c7","4short chain dehydrogenase/reductase family 9C, member 7 [Source:MGI Symbol;Acc:MGI:1917311]","GO"
"GO:0016491","ENSMUSG00000040134","Rdh7","retinol dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1860517]","GO"
"GO:0016491","ENSMUSG00000040147","Maob","monoamine oxidase B [Source:MGI Symbol;Acc:MGI:96916]","GO"
"GO:0016491","ENSMUSG00000040170","Fmo2","flavin containing monooxygenase 2 [Source:MGI Symbol;Acc:MGI:1916776]","GO"
"GO:0016491","ENSMUSG00000040174","Alkbh3","alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase [Source:MGI Symbol;Acc:MGI:1916363]","GO"
"GO:0016491","ENSMUSG00000040181","Fmo1","flavin containing monooxygenase 1 [Source:MGI Symbol;Acc:MGI:1310002]","GO"
"GO:0016491","ENSMUSG00000040280","Ndufa4l2","Ndufa4, mitochondrial complex associated like 2 [Source:MGI Symbol;Acc:MGI:3039567]","GO"
"GO:0016491","ENSMUSG00000040466","Blvrb","biliverdin reductase B (flavin reductase (NADPH)) [Source:MGI Symbol;Acc:MGI:2385271]","GO"
"GO:0016491","ENSMUSG00000040583","Cyp2b13","cytochrome P450, family 2, subfamily b, polypeptide 13 [Source:MGI Symbol;Acc:MGI:88599]","GO"
"GO:0016491","ENSMUSG00000040650","Cyp2b23","cytochrome P450, family 2, subfamily b, polypeptide 23 [Source:MGI Symbol;Acc:MGI:3646735]","GO"
"GO:0016491","ENSMUSG00000040660","Cyp2b9","cytochrome P450, family 2, subfamily b, polypeptide 9 [Source:MGI Symbol;Acc:MGI:88600]","GO"
"GO:0016491","ENSMUSG00000040675","Mthfd1l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]","GO"
"GO:0016491","ENSMUSG00000040703","Cyp2s1","cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1921384]","GO"
"GO:0016491","ENSMUSG00000040888","Gfer","growth factor, augmenter of liver regeneration [Source:MGI Symbol;Acc:MGI:107757]","GO"
"GO:0016491","ENSMUSG00000040943","Tet2","tet methylcytosine dioxygenase 2 [Source:MGI Symbol;Acc:MGI:2443298]","GO"
"GO:0016491","ENSMUSG00000041229","Phf8","PHD finger protein 8 [Source:MGI Symbol;Acc:MGI:2444341]","GO"
"GO:0016491","ENSMUSG00000041571","Selenow","selenoprotein W [Source:MGI Symbol;Acc:MGI:1100878]","GO"
"GO:0016491","ENSMUSG00000041660","Bbox1","butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase) [Source:MGI Symbol;Acc:MGI:1891372]","GO"
"GO:0016491","ENSMUSG00000041671","Pyroxd1","pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:MGI Symbol;Acc:MGI:2676395]","GO"
"GO:0016491","ENSMUSG00000041697","Cox6a1","cytochrome c oxidase subunit 6A1 [Source:MGI Symbol;Acc:MGI:103099]","GO"
"GO:0016491","ENSMUSG00000041881","Ndufa7","NADH:ubiquinone oxidoreductase subunit A7 [Source:MGI Symbol;Acc:MGI:1913666]","GO"
"GO:0016491","ENSMUSG00000042096","Dao","D-amino acid oxidase [Source:MGI Symbol;Acc:MGI:94859]","GO"
"GO:0016491","ENSMUSG00000042102","Dmgdh","dimethylglycine dehydrogenase precursor [Source:MGI Symbol;Acc:MGI:1921379]","GO"
"GO:0016491","ENSMUSG00000042148","Cox10","heme A:farnesyltransferase cytochrome c oxidase assembly factor 10 [Source:MGI Symbol;Acc:MGI:1917633]","GO"
"GO:0016491","ENSMUSG00000042207","Kdm5b","lysine (K)-specific demethylase 5B [Source:MGI Symbol;Acc:MGI:1922855]","GO"
"GO:0016491","ENSMUSG00000042248","Cyp2c37","cytochrome P450, family 2. subfamily c, polypeptide 37 [Source:MGI Symbol;Acc:MGI:1306806]","GO"
"GO:0016491","ENSMUSG00000042289","Hsd3b7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:MGI Symbol;Acc:MGI:2141879]","GO"
"GO:0016491","ENSMUSG00000042410","Agps","alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]","GO"
"GO:0016491","ENSMUSG00000042569","Dhrs7b","dehydrogenase/reductase (SDR family) member 7B [Source:MGI Symbol;Acc:MGI:2384931]","GO"
"GO:0016491","ENSMUSG00000042599","Kdm7a","lysine (K)-specific demethylase 7A [Source:MGI Symbol;Acc:MGI:2443388]","GO"
